age,description,review,is_recommended,rating_star,review_date,usage_period,purchase_point
25 - 29,"Combination, Medium, Neutral","produknya bagus dan juga banyak pilihan variant nya dan juga mudah di dapatkan dan banyak promo diskun menarik . cocok sekali krim siang mlm dan serum nya , bagus di pakai untuk semua jenis kulit , dan juga hair care nya bagus dan juga lipstik nya",yes,5,03/05/24, More than 1 year, Shopee
18 and Under,"Normal, Medium, Neutral","aku udahhhh pengguna lama banget sunscreen wardah. sempet nyobain merekk lainnn tapi tetep cocoknya ke wardah, karna tekstur nya ga terlalu cair dan enak banget nge blend nya. bikin kulin wajah jadi lembab dan bisa melindungi dari cahaya matahari juga",yes,5,03/05/24, More than 1 year, Shopee
19 - 24,"Oily, Medium Dark, Neutral","Suncreen aku dr zaman kuliah, selain ringan terus emang minim whitecase. Harganya pokoknya cocok banget buat para pelajar, alias kantong pelajar bangetttt. Cocok banget pokoknya buat kulit oily skin kaya aku . Makannya aku selalu repurchase",yes,5,03/05/24, 3 months - 6 months, Traditional Market
19 - 24,"Combination, Medium Light, Neutral","Sangat bagus sekali produknya, ini salah satu sunscreen yang aku suka dari beberapa suncreen, bikin effect cerah dikulit plus ga whitecase, ingredients yang terkandung juga bagus banget, cocok buat daily dan teksturnyaringan banget dikulit",yes,5,03/05/24, More than 1 year, Beautyhaul
19 - 24,"Normal, Medium, Neutral","bagus banget produk nya se cinta itu sama sunscreen wardah super bagus bagus di akuu ga bikin kulit kusam jugaa pertama udah langsung jatuh cinta huu, sebagus ituu sunscreen nya sampe ga bisa berpaling ke sunscreen lain nya huhu luvvv wardah",yes,5,03/05/24, 3 months - 6 months, Tiktok
19 - 24,"Normal, Medium, Neutral",Aku pake ini cocok sih tapi lebih ke berminyak kalo udh lama di pake soalnya di kulit aku normal tapi kalo misal di pake buat di rumah aja operol bagus bangtt karna bener² buat melindungi kulit dari sinar matahari bagus bgtt pokonya tapi ya gitu berminyak kalo lama di pake seharian ,yes,4,03/05/24, 1 month - 3 months, Instagram
30 - 34,"Normal, Medium Light, Neutral",akuuu selaluuuu pakai ini setiap hariii ... bagus bangeettt ke muka. Selain harganya murah ramah dikantongg . Melindungi kulit kita dari paparan sinar matahari loohhh. Pokonya kalian wajib coba dehhh . Selain murah enak juga sunscreen nya,yes,4,03/05/24, 1 month - 3 months, Shopee
19 - 24,"Dry, Medium Light, Neutral","bagus bangettt produknya, cocok sama muka akuu. teksturnya juga ringan ngak lengket pokonyaa nyaman bangett buat dipakaiproduk ini juga udah terjamin ngelindungin muka dari sinar matahari, jadi ngak takut buat keluar rumah walaupun diluar panass.",yes,5,03/05/24, 3 months - 6 months, Shopee
19 - 24,"Combination, Medium, Neutral",bagus banget sunscreen dari wardah sangat rekomen gaisss pokoknya sampe aku pake tiap hari bahkan ga di keluar rumah juga tetep pake karna emg rekomenn jadi kalian harus belinya!! aku dapet rekomendasi ini dari kaka + tmn makannya jadi rekomen bgtt😍,yes,5,03/05/24, More than 1 year, Instagram
25 - 29,"Oily, Light, Neutral","bagus dan coverage di muka aku kalo kena keringet makin nge set. acne prone juga aman, aku pake udah satu tahun lebih harga nya murah tapi kualitasnya bagus. apalagi kalo yang nerapin makeup steamed ini cocok banget buat di jadiin based makeup",yes,4,03/05/24, 6 months - 1 year, Female Daily Studio
35 - 39,"Combination, Medium Light, Neutral",UV Shield Essential Sunscreen Gel SPF 35 PA +++ ini produk ringan ke 2 dari produk wardah untuk suncreen ya .. ini biasa nya aku pakai untuk re apply di siang hari dan sore ya ..Ini juga tidak buat whitecast .. cuman mau tgu beberapa saat buat kering di wajah baru bisa ditimpa loose piwder ya .. ,yes,4,02/05/24, 1 week - 1 month, Shopee
19 - 24,"Combination, Medium Light, Neutral","aku awalnya gapake wardah ini karna takut ada whitecast, tapi pas nyoba ternyata enak banget! Ringan banget produknya, terus gampang meresap ke kulit wajah gaperlu nunggu lama lagi, yang paling penting ternyata gak bikin whitecast",yes,5,02/05/24, 1 month - 3 months, Shopee
25 - 29,"Oily, Light, Neutral","Sunscreen yang ringan sih karena spfnya juga 35 ya, cocok deh untuk yg sensitif dan jerawatan. Teksturnya cream tp gel gmn ya hahaha. Tapi ko aku merasa pake 2 jari terlalu banyak karena rada susah di blend harus super extra walaupun dia gel. So far sih enak dipakai minusnya to aja kalo pakai terlalu banyak itu butuh waktu untuk sunscreennya bener2 menyerap jdnya gampang untuk di blend.",yes,3,01/05/24, 1 week - 1 month, Sample
25 - 29,"Oily, Medium, Warm","Menurutku ini adalah sunscreen sejuta umat. Kenapa? Ya emang dengan kandungan yang lumayan lengkap tapi harganya terhitung murah banget. G bikin lengket, cepat meresap. Mudah diblend dan ini tu 0% alkohol lo jadi aman banget buat digunakan",yes,5,01/05/24, Less than 1 week, Shopee
19 - 24,"Normal, Medium, Neutral","sunscreen ini memberikan efek mencerahkan pada kulit aku ngga bikin kusam juga selama beraktifitas, tekstur nya lembut dan mudah menyerap pada kulit wajah, kemasan nya fleksibel dan mudah dibawa kemana mana, harganya juga tidak terlalu mahal worth it.",yes,5,30/04/24, 6 months - 1 year, Shopee
19 - 24,"Oily, Medium, Warm","jujurly sebenernya teksturnya enak, dan agak runny gitu, jadi sedikit aja udh bener2 melembabkan, gak bikin kusam TAPI ini greasy banget di kulit aku, rasanya berat apalagi setelah bbrp jam apply.. gatau kalau di coba di kulit kering yaa, tp di kulitku yg berminyak ini sama sama ga nyaman😭",No,2,29/04/24, 1 month - 3 months, Alfa Midi
19 - 24,"Dry, Medium Light, Cool","Sunscreen jaman sma. Ini udah beberapa kali reformulasi sama ganti packaging dan sampai sekarang masih cocok. Dulu aku pakai yang kemasan lama yang warnanya putih itu, teksturnya gel cream agak kental tapi gampang nyerap dan ga begitu lengket. Finishnya juga natural skin-like. Seingetku dulu yang bikin aku kurang sreg wanginya aja yang agak nyengat, tapi masih tolerable kok. Dulu aku ga begitu telaten pakai sunscreen dan jarang banget re-apply, tapi sunscreen ini cukup untuk ngelindungin kulit padahal aku gampang banget kena sunburn dan dulu aku ke sekolah pergi-pulangnya nyetir motor. Overall, proteksi dari sunscreen ini bagus dan harganya terjangkau.",yes,4,27/04/24, More than 1 year, Dan+dan
19 - 24,"Combination, Light, Cool","Awal coba sunscreen ini karena ss yang sebelumnya aku pake tuh kurang nyaman krn terlalu cair, tapi di yg punya Wardah ini tuh ternyata nyaman bangett, teksturnya gak terlalu cair dan agak padat tapi tetep moist gitu, wkt di apply ke muka memang akan ada whitecast nya ya, tapi mudah kok asal terus aja di ratain di bagian mukanya, jadi ini tipe sunscreen yang mudah di blend gak sulit, nanti klo udh rata whitecast nya gak akan terlihat.Hasilnya di aku yang kulit kombinasi bener2 pas, gak terasa berat di muka dan cocok ngebuat tekstur kulit jadi tambah lembab dan plumpy.",yes,5,27/04/24, More than 1 year, Shopee
19 - 24,"Dry, Light, Neutral","sunscreennya bagusss, cepet meresap ke kulitt jadi kalau mau lanjut make up bisa cepett, soalnya aku kalau siap2 cepet jadi suka males kalau pake ss yg meresapnya lama. aku suka hasil akhirnya, di muka ga keliatan kusamm. harganya affordable, packagingnya eye catching, tapiii spf nya kayanya bisa di upgrade deh soalnya matahari jaman skrg panas banget :(",yes,5,26/04/24, 1 month - 3 months, my sister's
19 - 24,"Oily, Medium Light, Neutral","suka banget texturenya ga lebay, cepat menyerap, dan ga whitecast sama sekali. karena spfnya cuma 35 jadi aku pake daily kalo lagi dirumah aja. Oiya karna ada kandungan vit C nya, tanpa sadar buat wajahku makin cerah juga lho.. aku oilyskin tapi aman pake ini",yes,5,25/04/24, 1 month - 3 months, PR Package
25 - 29,"Combination, Medium Light, Neutral","Sesuai namanya uv shield essential gel sunscreen, teksturnya gel ringan yang nyaman dipakai untuk sehari-hari, lebih mencerahkan dan finishnya aku suka banget, healthy glow looks gitu. No white ast tentunya. Cobain deh guys.",yes,5,25/04/24, 1 week - 1 month, PR Package
19 - 24,"Combination, Light, Cool","sunscreennya terasa ringan di kulitku, buat kulit yang sensitif - kombinasi kayak aku lumayan cocok sih, finishnya gak terlalu dewy tapi gak matte juga.. gak ada efek tone up, tapi kandungannya OK buat mencerahkan kulit sih (vitamin C dan glutathione), so far cocok di aku",yes,5,25/04/24, 1 week - 1 month, Shopee
25 - 29,"Oily, Medium, Warm","Ss favoritku untuk di dalam ruangan, spf 35 ++ dengan tipikal essential serum sunscreen yang benar-benar ringan dan cepat meresap hingga ke kulit wajah. ringan dan tidak bikin wajah minyakan, sangat cocok untuk tipe oily skin yang kurang menyukai berminyak. Feels yang aku rasakan benar"" adem beda dengan formula sebelumnya yang aku kurang sukai",yes,5,24/04/24, 1 week - 1 month, FD Flash Sale
25 - 29,"Oily, Medium Light, Neutral","suka banget sama teksturnya karena watery gel gitu, dan finishnya healthy glow banget, pokonya aku bakalan repurchase lagi karena emang sebagus itu, kalian jangan lupa cobain produk ini biar kulit terlindungi dari sinar matahari. 🥰❤️",yes,5,24/04/24, 1 week - 1 month, Shopee
19 - 24,"Dry, Light, Neutral","Di kulit aku yang normal cenderung berminyak sih alhamdulilah cocok ya hehehe... apalagi formula yang sekarang udah improved. Ga lengket kaya dulu, sekarang teksturnya lebih ringan dan lebih gampang nyerep kulittt 🌼 harganya juga murah jadii ga sayangg untuk pake sunscreen banyak2 xixixii",yes,4,24/04/24, More than 1 year, Shopee
19 - 24,"Oily, Medium Light, Warm",Sunscreen pertama yang aku pake semenjak SMA selama kurang lebih 3 tahun. Teksturnya kental dan gampang di blend engga ada white case. Gabuat break out tapi minusnya di kulitku yang berminyak menjelang siang udah berminyak banget harus cuci muka dan re apply lagi😔😔😔,yes,4,24/04/24, More than 1 year, Tokopedia
30 - 34,"Combination, Medium Light, Neutral","Yang reformula ini aku ngerasa lebih cocok pakenya dibanding formula sebelumnya. Teksturnya enak, gampang di blend, ga ada whitecast, lembabnya dapet. Nyaman pakenya harga affordable, cocok untuk repurchase dan pemakaian sehari-hari.",yes,4,23/04/24, 1 month - 3 months, PR Package
19 - 24,"Combination, Medium, Neutral",Jujur ini salah satu ss yg ga cocok di muka aku :( Dia teksturnya cream thick gitu dan lembut. Wanginya enak khas ss wardah. Sayangnya dia pas dipakai cukup whitecast gitu dan lengket :( Terus beberapa saat dipakai wajah ku jadi kusam dan ga fresh keliatannya huhuu 🙁 Untuk efektivitas dia melindungi dari efek buruk sinar matahari sih cukup baik yaa asal re-apply terutama kalau udah kena air. Sorry but ga akan aku repurchase 😞,No,3,21/04/24, 1 week - 1 month, Shopee
25 - 29,",30 - 34",Aku udah pakai produk ini 3 tahun.. suka bangettt.. gak bikin muka berminyak dan kusam. Ini juga Ringan di wajah dan bikin kulit keliatan cerah dan segar. Glow finish! Selama aku pakai ini gak bikin komedoan.,yes,5,21/04/24, More than 1 year, Shopee
19 - 24,"Combination, Medium Light, Neutral","whitecast bgt pake ini keknya harus cepet cepet diratain deh di muka kalau pake ini, trus after pemakaain sama kek emina bikin kulit wajah berminyak dan aku ngerasa muka jadi kusam kalau pake ini sunscreen ini",No,2,21/04/24, 1 month - 3 months, Shopee
19 - 24,"Oily, Medium, Neutral","Emang bener bener bagus banget sih produk dari Wardah, aku beli ini udh yang ke berapa kalinya karena sunscreen nya ringan banget,tidak meninggalkan white cast dan cocok banget di kulit aku, mengandung Vitamin C Glutathione+ Vitamin B3, yuk beli",yes,5,20/04/24, More than 1 year, Female Daily Studio
19 - 24,",19 - 24",menurutku produk ini cukup oke sih dan harganya terjangkau... aku mulai pakai sunscreen sejak tahun 2018 karena mulai jerawatan di tahun itu dan sunscreen pertamaku adalah wardah ini. menurutku oke sih tp dia membuat muka jdi keliatan oily banget (tipe mukaku juga oily) tapi dia tidak menimbulkan jerawat (tipe mukaku juga acne prone),yes,4,17/04/24, 1 month - 3 months, Guardian
18 and Under,"Combination, Medium Dark, Warm",produk nya mudah di apply tidak menimbulkan dempulan bagusnya sih pakai dalam ruangan kalau untuk luar ruangan cocoknya spf nya di tambah sama pa nya juga di tambah bagusnya kalo untuk luar ruangan sih kek gitu biar ngaruh gitu sama pencerahan kulit,yes,4,17/04/24, 1 week - 1 month, Traditional market
19 - 24,"Combination, Medium, Warm","kalau di aku yang muka berminyak agak bikin kusem ya dari formulanya sih oke karena udah new formula, teksturnya ringan terus ada sensasi dinginnya gitu, jadi bikin wajah bener bener glowy, kayaknya cocok untuk jenis kulit yang normal yaa",yes,4,17/04/24, 1 month - 3 months, Brand website
19 - 24,"Normal, Light, Neutral","ini rekomendasi sunscreen juga sih dari aku , ini ringan banget dikulit , gak bikin white cast , gak comedogenic juga dan yang paling penting ga bikin wajah tuh kusam ini tuh bener - bener yang bisa aja ringan tapi ngelindungin kulit gituloh 😭💖",yes,5,15/04/24, 6 months - 1 year, PR Package
18 and Under,"Combination, Light, Cool","Sukaaa! Finishnya glow jadi benee2 bikin kulit mulus, ada dinginnya gitu setelah di apply dann teksturnya super ringann! Sunscreen termantulll yg pernah aku cobaaa😍 harganya jugaa terjangkauu bangett! Fix auto repurchase porduknyaa",yes,5,15/04/24, 1 week - 1 month, Shopee
19 - 24,"Combination, Light, Neutral","aku pake ini sebelum reformulasi ya! sayang banget produk ini ga cocok diaku, bikin makin berminyak, dimuka tu kayak beratt banget. aneh aja feelingnya dimuka, kaya gerah panas gitu loh.. akhirnya bikin jerawatan dan sejak itu aku ga pernah pake lagi huhuhu. gatau deh versi reformulasinya gimana, gamau coba lagi soalnya trauma 🥹",No,2,14/04/24, 1 month - 3 months, Gift
18 and Under,"Oily, Medium, Neutral","aku ga tau ini recommended atau ngga soalnya tipe mukaku kan oily sensitif,jadi waktu pertama aku pake 2 ruas jari itu kebanyakan malah jadi kayak ketumpahan minyak dan aga terlihat kusam,tapi menurutku ini recommended buat kulit kering sih soalnya melembabkan",yes,3,13/04/24, Less than 1 week, Shopee
19 - 24,"Combination, Medium, Neutral","Kulitku yang kombinasi pake ini jadi keliatan agak berminyak, sunscreennya adem, gak bikin perih atau pedih saat diaplikasikan, menurutku lebih cocok buat kulit normal, dan untuk harganya sangat affordable jadi cocok buat remaja yang baru mulai pake sunscreen untuk daily",yes,4,11/04/24, More than 1 year, Guardian
18 and Under,"Combination, Medium Dark, Warm","1) sunscreen ini bikin wajah aku kelihatan kusam. aku gatau karena kulit aku combination atau gimana, tapi aku gasuka banget tampilan aku😭 2) susah meresap. tekstur nya ga cocok banget deh di aku apalagi baru aja dipake langsung kusam 3) packagingnya yang lubang gede sulit buat ngambil sebanyak dua ruas jari. namun aku tetap make ini biar di rumah aja, meskipun ini comedogenic pol",No,2,10/04/24, 6 months - 1 year, Alfamart
30 - 34,"Combination, Medium Light, Neutral",Kayanya bakal ketagihan pake ini padahal baru pertama kali coba. finishing nya yg glow bagus banget cocok buat daily gausah repot repot lagi dandan:) cukup pake sunscreen yang auto bikin glowing aja ❤️❤️❤️❤️ luv banget sama semua produk WARDAH💖💖,yes,5,09/04/24, 1 week - 1 month, Sample
25 - 29,"Combination, Light, Cool","sunscreen pertama yang aku pake, bikin wajah glowing. dengan Spf 35pa++ melindungi kulit dari paparan sinar matahari,selain itu diaku jadi lebih melembabkan kulit, dan yg paling ga white cast dengan tekstur yg mudah buat di bland cobain yuk",yes,5,08/04/24, More than 1 year, Lazada
25 - 29,"Combination, Medium Light, Neutral","sunscreen wardah selain bagus karena mudah banget meresap di kulit, tapi juga teksturnya ringan dan terasa pakai toner, juga bener-bener melindungi kulit dari sinar uv dan pastinya ada kandungan yg bikin kulit glowing tanpa bikin kusam",yes,5,07/04/24, Less than 1 week, Shopee
19 - 24,"Combination, Medium, Neutral","ngaruhh banget dimuka aku jadi lembab, gk berat lagi aku make ini untuk aktivitas di outdoor setiap hari dengan make up juga, dan after pake sunscreen ini emg wow bgt, bisa merawat skin barrier jugaa, pokoknya lovv bgtt sama ini sunscreen😍❤️",yes,5,06/04/24, 1 week - 1 month, Sample
19 - 24,"Normal, Medium Light, Cool",Rekomended bgt deh pokoknya 🥰✨ Aku suka teksturnya itu agak creamy tapi mudah menyerap di wajah dan ga bikin wajah jadi becek😘 best deh pokoknya buat perlindungan dari sinar matahari 💛🥰✨ wardah emang ga pernah gagal dalam dunia perskincarean,yes,5,06/04/24, 1 week - 1 month, Sample
19 - 24,"Combination, Medium, Neutral","suka bngt sama finishing glownya. ga lengket sama sekali & super duper ringan. terus seterjangkau ini ada skin boost DNAnya. selain glow bikin cerah juga karena ada vit.c nya, recommended bngtt. cocok buat dipake dirumah xixi",yes,5,06/04/24, 1 week - 1 month, Shopee
